Date,Open,High,Low,Close,Adj Close,Volume
2021-09-03,22.950001,23.170000,22.600000,23.150000,23.150000,3758500
2021-09-07,23.280001,23.330000,22.580000,22.629999,22.629999,4647100
2021-09-08,22.580000,22.719999,21.950001,22.200001,22.200001,5248600
2021-09-09,22.379999,23.410000,22.219999,23.160000,23.160000,11216000
2021-09-10,23.230000,23.520000,22.850000,22.870001,22.870001,4951700
2021-09-13,23.010000,23.120001,21.780001,21.920000,21.920000,6059100
2021-09-14,22.000000,22.010000,21.139999,21.410000,21.410000,6290600
2021-09-15,21.379999,21.540001,21.059999,21.459999,21.459999,3846100
2021-09-16,21.580000,21.830000,21.360001,21.379999,21.379999,3869300
2021-09-17,21.209999,21.719999,20.930000,21.070000,21.070000,7673300
2021-09-20,20.520000,20.790001,20.150000,20.450001,20.450001,7961000
2021-09-21,20.510000,20.770000,20.350000,20.500000,20.500000,6332600
2021-09-22,20.670000,21.000000,20.549999,20.760000,20.760000,3764600
2021-09-23,20.969999,21.670000,20.959999,21.430000,21.430000,6509600
2021-09-24,20.830000,21.770000,20.610001,21.500000,21.500000,10469700
2021-09-27,21.590000,21.900000,21.200001,21.240000,21.240000,4117200
2021-09-28,21.100000,21.469999,21.010000,21.200001,21.200001,7448800
2021-09-29,21.400000,21.490000,20.690001,20.719999,20.719999,4568400
2021-09-30,20.670000,20.670000,19.900000,20.180000,20.180000,10737000
2021-10-01,20.430000,20.879999,20.120001,20.790001,20.790001,5632100
2021-10-04,20.700001,21.129999,20.600000,20.740000,20.740000,4793400
2021-10-05,21.049999,21.860001,20.879999,21.049999,21.049999,7243300
2021-10-06,20.730000,21.040001,20.400000,20.620001,20.620001,4515500
2021-10-07,20.980000,21.549999,20.900000,21.110001,21.110001,5271200
2021-10-08,20.990000,21.110001,20.309999,20.440001,20.440001,4240900
2021-10-11,20.200001,20.500000,19.930000,19.990000,19.990000,4265100
2021-10-12,20.290001,20.500000,20.090000,20.340000,20.340000,3318200
2021-10-13,20.469999,20.620001,20.150000,20.450001,20.450001,3175300
2021-10-14,20.639999,20.719999,20.440001,20.510000,20.510000,3004900
2021-10-15,20.709999,20.780001,20.450001,20.510000,20.510000,3419100
2021-10-18,20.250000,20.570000,20.120001,20.530001,20.530001,3480800
2021-10-19,20.469999,20.530001,20.209999,20.379999,20.379999,6608400
2021-10-20,20.370001,20.809999,20.170000,20.200001,20.200001,4385200
2021-10-21,20.219999,21.160000,20.170000,20.930000,20.930000,7042600
2021-10-22,20.820000,20.889999,20.530001,20.680000,20.680000,3796600
2021-10-25,20.719999,21.389999,20.639999,21.360001,21.360001,4460200
2021-10-26,21.559999,21.980000,21.320000,21.549999,21.549999,7522400
2021-10-27,21.500000,21.959999,21.309999,21.719999,21.719999,7526800
2021-10-28,21.760000,22.139999,21.610001,22.129999,22.129999,4881600
2021-10-29,22.040001,22.730000,21.760000,21.959999,21.959999,5930100
2021-11-01,22.000000,22.440001,21.879999,21.980000,21.980000,6805400
2021-11-02,25.190001,26.280001,24.920000,25.600000,25.600000,29100600
2021-11-03,26.139999,27.280001,26.020000,26.540001,26.540001,17657300
2021-11-04,26.629999,27.160000,25.770000,25.930000,25.930000,9390200
2021-11-05,26.200001,26.299999,24.790001,25.020000,25.020000,11365100
2021-11-08,24.870001,25.150000,24.629999,24.740000,24.740000,5921400
2021-11-09,24.799999,25.090000,24.540001,24.750000,24.750000,4165100
2021-11-10,24.580000,25.500000,24.379999,24.740000,24.740000,5851000
2021-11-11,24.750000,25.230000,24.670000,24.780001,24.780001,3682500
2021-11-12,24.879999,25.530001,24.799999,25.020000,25.020000,2891900
2021-11-15,25.299999,25.870001,25.110001,25.840000,25.840000,3385000
2021-11-16,25.900000,26.850000,25.760000,26.570000,26.570000,4507000
2021-11-17,26.530001,26.650000,25.940001,26.270000,26.270000,4544300
2021-11-18,26.459999,26.850000,26.020000,26.830000,26.830000,4444300
2021-11-19,26.660000,27.280001,26.520000,26.959999,26.959999,5939700
2021-11-22,27.049999,27.080000,25.230000,25.360001,25.360001,14911100
2021-11-23,25.209999,25.420000,24.650000,24.799999,24.799999,9562400
2021-11-24,24.070000,25.139999,23.990000,24.900000,24.900000,8458300
2021-11-26,23.889999,24.280001,23.500000,23.980000,23.980000,3518200
2021-11-29,24.400000,24.770000,24.010000,24.389999,24.389999,4059000
2021-11-30,24.170000,24.260000,23.070000,23.590000,23.590000,6111400
2021-12-01,24.080000,24.469999,22.879999,22.889999,22.889999,5675300
2021-12-02,23.080000,23.610001,22.459999,23.500000,23.500000,7531300
