Date,Open,High,Low,Close,Adj Close,Volume
2016-12-05,55.660000,57.990002,55.650002,57.119999,57.119999,4914000
2016-12-06,57.619999,58.340000,56.730000,57.240002,57.240002,2262100
2016-12-07,57.520000,60.119999,57.450001,59.840000,59.840000,7165100
2016-12-08,70.510002,72.699997,68.720001,68.839996,68.839996,16476000
2016-12-09,68.839996,69.709999,68.250000,69.300003,69.300003,3597000
2016-12-12,69.370003,70.029999,68.750000,69.709999,69.709999,2339800
2016-12-13,69.889999,70.739998,68.419998,68.480003,68.480003,2492400
2016-12-14,68.089996,69.209999,68.010002,68.639999,68.639999,1725200
2016-12-15,69.000000,69.000000,66.919998,67.309998,67.309998,1679200
2016-12-16,67.180000,67.699997,65.860001,66.419998,66.419998,2483900
2016-12-19,66.000000,67.440002,65.750000,66.699997,66.699997,1393300
2016-12-20,66.610001,68.000000,66.470001,67.589996,67.589996,1268300
2016-12-21,67.239998,67.889999,66.540001,66.970001,66.970001,1132700
2016-12-22,66.660004,66.940002,64.419998,64.580002,64.580002,2005100
2016-12-23,64.610001,65.370003,64.199997,64.410004,64.410004,793600
2016-12-27,64.589996,65.019997,64.169998,64.440002,64.440002,758900
2016-12-28,64.639999,64.779999,63.650002,64.480003,64.480003,821400
2016-12-29,64.510002,65.250000,64.230003,64.389999,64.389999,985400
2016-12-30,64.669998,65.720001,64.430000,64.989998,64.989998,1611300
2017-01-03,65.940002,67.870003,65.720001,66.849998,66.849998,2871000
2017-01-04,66.970001,69.989998,66.879997,69.410004,69.410004,4938600
2017-01-05,68.430000,69.379997,67.360001,68.730003,68.730003,2286800
2017-01-06,68.739998,69.709999,67.860001,68.269997,68.269997,2185200
2017-01-09,67.209999,68.540001,67.150002,68.190002,68.190002,2240200
2017-01-10,68.769997,70.500000,68.500000,69.900002,69.900002,2783900
2017-01-11,69.959999,70.250000,68.330002,69.400002,69.400002,1946200
2017-01-12,68.660004,69.339996,68.309998,68.620003,68.620003,1372500
2017-01-13,68.900002,69.250000,67.599998,67.919998,67.919998,1073500
2017-01-17,68.040001,69.279999,68.040001,68.779999,68.779999,1274400
2017-01-18,69.120003,69.120003,67.910004,68.500000,68.500000,772100
2017-01-19,67.919998,68.180000,66.639999,66.989998,66.989998,1366600
